1	146000
2	146145
3	146399
4	146385
5	146309
6	146372
7	146464
8	146371
9	146415
10	146414
11	146470
12	146437
13	146418
14	146557
15	146574
16	146587
17	146548
18	146524
19	146479
20	146359
21	146333
22	146243
23	146233
24	146231
25	146203
26	146244
27	146169
28	146207
29	146191
30	146145
31	146167
32	146105
33	146087
34	146109
35	146052
36	146052
37	146045
38	146248
39	146248
40	146192
41	146076
42	146034
43	146052
44	145988
45	145979
46	145893
47	145783
48	145642
49	145481
50	145464
51	145436
52	145367
53	145341
54	145304
55	145339
56	145336
57	145194
58	144965
59	144921
60	144863
61	144741
62	144664
63	144563
64	144453
65	144349
66	144233
67	144107
68	144057
69	143955
70	143961
71	143878
72	143785
73	143675
74	143511
75	143414
76	143353
77	143285
78	143186
79	143171
80	143128
81	142999
82	142953
83	142882
84	142775
85	142881
86	142939
87	142912
88	142742
89	142633
90	142615
91	142481
92	142453
93	142373
94	142333
95	142348
96	142436
97	142218
98	142168
99	142120
100	141981
101	141915
102	141868
103	141770
104	141688
105	141689
106	141579
107	141392
108	141392
109	141546
110	141506
111	141391
112	141313
113	141235
114	141149
115	141115
116	141119
117	141071
118	141077
119	141059
120	141057
121	141062
122	140962
123	140944
124	140941
125	141036
126	141032
127	140983
128	140968
129	141002
130	140919
131	140902
132	141013
133	141072
134	141025
135	140933
136	140906
137	140795
138	140702
139	140675
140	140608
141	140627
142	140605
143	140618
144	140614
145	140630
146	140678
147	140730
148	140708
149	140642
150	140645
151	140617
152	140589
153	140607
154	140623
155	140663
156	140807
157	140902
158	140862
159	140855
160	140909
161	140906
162	140952
163	141041
164	141098
165	141087
166	141167
167	141165
168	141243
169	141200
170	141203
171	141213
172	141187
173	141175
174	141156
175	141196
176	141212
177	141174
178	141257
179	141268
180	141384
181	141577
182	141650
183	141621
184	141670
185	141627
186	141550
187	141599
188	141622
189	141853
190	141994
191	141904
192	141921
193	141881
194	141916
195	141959
196	142013
197	142090
198	142237
199	142210
200	142284
201	142432
202	142395
203	142383
204	142426
205	142463
206	142551
207	142609
208	142789
209	142842
210	142823
211	142887
212	143021
213	143104
214	143139
215	143339
216	143495
217	143622
218	143712
219	143704
220	143659
221	143583
222	143581
223	143486
224	143445
225	143438
226	143379
227	143392
228	143432
229	143334
230	143342
231	143478
232	143539
233	143625
234	143731
235	143852
236	144002
237	144091
238	144138
239	144151
240	144218
241	144235
242	144054
243	143998
244	143900
245	143885
246	143852
247	143741
248	143870
249	143923
250	144011
251	144420
252	144797
253	144919
254	145025
255	145173
256	145203
257	145202
258	145221
259	145251
260	145356
261	145311
262	145349
263	145428
264	145434
265	145369
266	145421
267	145538
268	145594
269	145471
270	145493
271	145468
272	145473
273	145511
274	145619
275	145662
276	145749
277	145723
278	145690
279	145705
280	145751
281	145664
282	145575
283	145525
284	145575
285	145471
286	145386
287	145410
288	145292
289	145237
290	145302
291	145329
292	145386
293	145407
294	145641
295	145630
296	145663
297	145718
298	145999
299	146015
300	146040
301	146090
302	146114
303	146221
304	146274
305	146302
306	146388
307	146384
308	146418
309	146356
310	146214
311	146287
312	146127
313	146053
314	146075
315	146122
316	146066
317	146009
318	145891
319	145838
320	145790
321	145776
322	145999
323	146072
324	145973
325	145902
326	145882
327	145761
328	145624
329	145570
330	145504
331	145314
332	145264
333	145177
334	145124
335	144909
336	144858
337	144817
338	144834
339	144784
340	144621
341	144518
342	144331
343	144286
344	144190
345	144291
346	144212
347	144221
348	144094
349	143971
350	143909
351	143825
352	143776
353	143760
354	143672
355	143549
356	143463
357	143357
358	143280
359	143216
360	143174
361	143183
362	143082
363	142984
364	142894
365	142855
366	142739
367	142666
368	142580
369	142474
370	142445
371	142341
372	142255
373	142240
374	142062
375	141857
376	141781
377	141642
378	141646
379	141506
380	141506
381	141565
382	141520
383	141412
384	141366
385	141365
386	141301
387	141298
388	141324
389	141316
390	141156
391	141089
392	141072
393	141292
394	141235
395	141183
396	141139
397	141136
398	141017
399	140841
400	140816
401	140821
402	140795
403	140748
404	140698
405	140913
406	140956
407	140922
408	140918
409	140885
410	140834
411	140837
412	140725
413	140661
414	140626
415	140563
416	140807
417	140938
418	140967
419	140964
420	140834
421	140721
422	140648
423	140599
424	140542
425	140541
426	140430
427	140459
428	140445
