3,1.0009
3,1.0009
3,1.0009
3,1.0009
3,1.0009
4,1.0016
5,1.0025
6,1.0036
7,1.0049
9,1.0082
10,1.0101
10,1.0101
10,1.0101
11,1.0122
11,1.0122
13,1.0172
14,1.02
15,1.023
16,1.0263
16,1.0263
16,1.0263
18,1.0335
21,1.0461
21,1.0461
22,1.0509
22,1.0509
23,1.0559
25,1.0667
26,1.0725
27,1.0786
29,1.0918
30,1.0989
31,1.1063
32,1.1141
33,1.1222
37,1.1586
38,1.1688
41,1.2021
41,1.2021
43,1.2268
47,1.2835
48,1.2994
49,1.316
49,1.316
49,1.316
49,1.316
50,1.3333
51,1.3515
54,1.4116
58,1.5069
58,1.5069
65,1.7316
66,1.7718
66,1.7718
67,1.8146
68,1.8601
68,1.8601
69,1.9088
70,1.9608
71,2.0165
71,2.0165
72,2.0764
72,2.0764
72,2.0764
72,2.0764
73,2.1409
73,2.1409
73,2.1409
74,2.2104
74,2.2104
77,2.4564
77,2.4564
77,2.4564
78,2.5536
78,2.5536
78,2.5536
79,2.6603
79,2.6603
81,2.9078
81,2.9078
82,3.0525
83,3.2144
83,3.2144
85,3.6036
87,4.1135
88,4.4326
89,4.81
89,4.81
90,5.2632
91,5.8173
91,5.8173
91,5.8173
91,5.8173
91,5.8173
91,5.8173
92,6.5104
92,6.5104
92,6.5104
92,6.5104
92,6.5104
92,6.5104
92,6.5104
92,6.5104
92,6.5104
92,6.5104
92,6.5104
92,6.5104
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
93,7.4019
94,8.5911
94,8.5911
94,8.5911
94,8.5911
94,8.5911
94,8.5911
94,8.5911
94,8.5911
94,8.5911
94,8.5911
94,8.5911
94,8.5911
95,10.2564
95,10.2564
95,10.2564
95,10.2564
95,10.2564
95,10.2564
95,10.2564
95,10.2564
95,10.2564
95,10.2564
95,10.2564
95,10.2564
96,12.7551
96,12.7551
96,12.7551
96,12.7551
96,12.7551
96,12.7551
96,12.7551
97,16.9205
97,16.9205
97,16.9205
97,16.9205
97,16.9205
97,16.9205
97,16.9205
97,16.9205
97,16.9205
97,16.9205
97,16.9205
97,16.9205
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
98,25.2525
99,50.2513
99,50.2513
99,50.2513
99,50.2513
99,50.2513
99,50.2513
99,50.2513
99,50.2513
99,50.2513
99,50.2513
99,50.2513
99,50.2513
